,movieId,title,genres
1866,2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy
1868,2357,Central Station (Central do Brasil) (1998),Drama
1870,2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy
1874,2363,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi
1877,2366,King Kong (1933),Action|Adventure|Fantasy|Horror
1878,2367,King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller
1880,2369,Desperately Seeking Susan (1985),Comedy|Drama|Romance
1882,2371,Fletch (1985),Comedy|Crime|Mystery
1883,2372,Fletch Lives (1989),Comedy
1886,2375,"Money Pit, The (1986)",Comedy
1887,2376,"View to a Kill, A (1985)",Action|Adventure|Thriller
1889,2378,Police Academy (1984),Comedy|Crime
1890,2379,Police Academy 2: Their First Assignment (1985),Comedy|Crime
1891,2380,Police Academy 3: Back in Training (1986),Comedy|Crime
1892,2381,Police Academy 4: Citizens on Patrol (1987),Comedy|Crime
1893,2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime
1894,2383,Police Academy 6: City Under Siege (1989),Comedy|Crime
1895,2384,Babe: Pig in the City (1998),Adventure|Children|Drama
1898,2387,Very Bad Things (1998),Comedy|Crime
1899,2389,Psycho (1998),Crime|Horror|Thriller
1900,2390,Little Voice (1998),Comedy
1901,2391,"Simple Plan, A (1998)",Crime|Drama|Thriller
1903,2393,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi
1904,2394,"Prince of Egypt, The (1998)",Animation|Musical
1905,2395,Rushmore (1998),Comedy|Drama
1906,2396,Shakespeare in Love (1998),Comedy|Drama|Romance
1907,2398,Miracle on 34th Street (1947),Comedy|Drama
1910,2401,Pale Rider (1985),Western
1911,2402,Rambo: First Blood Part II (1985),Action|Adventure|Thriller
1912,2403,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller
1913,2404,Rambo III (1988),Action|Adventure|Thriller|War
1914,2405,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
1915,2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
1916,2407,Cocoon (1985),Comedy|Sci-Fi
1917,2408,Cocoon: The Return (1988),Comedy|Sci-Fi
1918,2409,Rocky II (1979),Action|Drama
1919,2410,Rocky III (1982),Action|Drama
1920,2411,Rocky IV (1985),Action|Drama
1921,2412,Rocky V (1990),Action|Drama
1922,2413,Clue (1985),Comedy|Crime|Mystery|Thriller
1923,2414,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller
1925,2416,Back to School (1986),Comedy
1929,2420,"Karate Kid, The (1984)",Drama
1930,2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama
1931,2422,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama
1932,2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy
1933,2424,You've Got Mail (1998),Comedy|Romance
1936,2427,"Thin Red Line, The (1998)",Action|Drama|War
1937,2428,"Faculty, The (1998)",Horror|Sci-Fi
1940,2431,Patch Adams (1998),Comedy|Drama
1942,2433,"Civil Action, A (1998)",Drama
1945,2436,Tea with Mussolini (1999),Comedy|Drama|War
1955,2447,Varsity Blues (1999),Comedy|Drama
1958,2450,Howard the Duck (1986),Adventure|Comedy|Sci-Fi
1961,2454,"Fly, The (1958)",Horror|Mystery|Sci-Fi
1962,2455,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller
1963,2456,"Fly II, The (1989)",Horror|Sci-Fi
1970,2463,Ruthless People (1986),Comedy
1972,2467,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller
1973,2468,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller
1974,2469,Peggy Sue Got Married (1986),Comedy|Drama
1975,2470,Crocodile Dundee (1986),Adventure|Comedy
1976,2471,Crocodile Dundee II (1988),Action|Adventure|Comedy
1979,2474,"Color of Money, The (1986)",Drama
1981,2476,Heartbreak Ridge (1986),Action|War
1983,2478,¡Three Amigos! (1986),Comedy|Western
1988,2485,She's All That (1999),Comedy|Romance
1991,2490,Payback (1999),Action|Thriller
1995,2496,Blast from the Past (1999),Comedy|Romance
2000,2501,October Sky (1999),Drama
2001,2502,Office Space (1999),Comedy|Crime
2003,2505,8MM (1999),Drama|Mystery|Thriller
2007,2513,Pet Sematary (1989),Horror
2012,2518,Night Shift (1982),Comedy
2017,2524,"Towering Inferno, The (1974)",Action|Adventure|Drama|Thriller
2019,2527,Westworld (1973),Action|Sci-Fi|Thriller|Western
2020,2528,Logan's Run (1976),Action|Adventure|Sci-Fi
2021,2529,Planet of the Apes (1968),Action|Drama|Sci-Fi
2025,2533,Escape from the Planet of the Apes (1971),Action|Sci-Fi
2030,2539,Analyze This (1999),Comedy
2031,2540,"Corruptor, The (1999)",Action|Crime|Drama|Thriller
2032,2541,Cruel Intentions (1999),Drama
2033,2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
2039,2550,"Haunting, The (1963)",Horror|Thriller
2040,2551,Dead Ringers (1988),Drama|Horror|Thriller
2045,2558,Forces of Nature (1999),Comedy|Romance
2051,2565,"King and I, The (1956)",Drama|Musical|Romance
2052,2567,EDtv (1999),Comedy
2056,2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller
2057,2572,10 Things I Hate About You (1999),Comedy|Romance
2062,2579,Following (1998),Crime|Mystery|Thriller
2063,2580,Go (1999),Comedy|Crime
2064,2581,Never Been Kissed (1999),Comedy|Romance
2066,2583,Cookie's Fortune (1999),Comedy|Drama
2076,2598,Pushing Tin (1999),Comedy
2077,2599,Election (1999),Comedy
2078,2600,eXistenZ (1999),Action|Sci-Fi|Thriller
2079,2605,Entrapment (1999),Crime|Thriller
2089,2616,Dick Tracy (1990),Action|Crime
2090,2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
2094,2622,William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy
2098,2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
2107,2640,Superman (1978),Action|Adventure|Sci-Fi
2108,2641,Superman II (1980),Action|Sci-Fi
2109,2642,Superman III (1983),Action|Adventure|Sci-Fi
2110,2643,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi
2111,2644,Dracula (1931),Horror
2113,2648,Frankenstein (1931),Drama|Horror|Sci-Fi
2121,2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
2125,2662,"War of the Worlds, The (1953)",Action|Drama|Sci-Fi
2127,2664,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller
2134,2671,Notting Hill (1999),Comedy|Romance
2135,2672,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller
2139,2677,Buena Vista Social Club (1999),Documentary|Musical
2143,2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy
2144,2686,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery
2145,2687,Tarzan (1999),Adventure|Animation|Children|Drama
2146,2688,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller
2148,2690,"Ideal Husband, An (1999)",Comedy|Romance
2150,2692,Run Lola Run (Lola rennt) (1998),Action|Crime
2152,2694,Big Daddy (1999),Comedy
2157,2699,Arachnophobia (1990),Comedy|Horror
2158,2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
2159,2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western
2160,2702,Summer of Sam (1999),Drama
2162,2706,American Pie (1999),Comedy|Romance
2163,2707,Arlington Road (1999),Thriller
2166,2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller
2168,2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller
2169,2713,Lake Placid (1999),Horror|Thriller
2171,2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi
2172,2717,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi
2173,2718,Drop Dead Gorgeous (1999),Comedy
2174,2719,"Haunting, The (1999)",Horror|Thriller
2175,2720,Inspector Gadget (1999),Action|Adventure|Children|Comedy
2177,2722,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller
2178,2723,Mystery Men (1999),Action|Comedy|Fantasy
2179,2724,Runaway Bride (1999),Comedy|Romance
2183,2728,Spartacus (1960),Action|Drama|Romance|War
2184,2729,Lolita (1962),Drama|Romance
2185,2730,Barry Lyndon (1975),Drama|Romance|War
2186,2731,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama
2187,2732,Jules and Jim (Jules et Jim) (1961),Drama|Romance
2189,2734,"Mosquito Coast, The (1986)",Adventure|Drama|Thriller
2190,2735,"Golden Child, The (1986)",Action|Adventure|Comedy|Fantasy|Mystery
2194,2739,"Color Purple, The (1985)",Drama
2197,2746,Little Shop of Horrors (1986),Comedy|Horror|Musical
2198,2747,"Little Shop of Horrors, The (1960)",Comedy|Horror
2201,2750,Radio Days (1987),Comedy|Drama
2206,2759,Dick (1999),Comedy
2208,2761,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi
2209,2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery
2210,2763,"Thomas Crown Affair, The (1999)",Action|Mystery
2211,2764,"Thomas Crown Affair, The (1968)",Crime|Drama|Romance|Thriller
2216,2770,Bowfinger (1999),Comedy
2223,2779,Heaven Can Wait (1978),Comedy
2229,2788,Monty Python's And Now for Something Completely Different (1971),Comedy
2232,2791,Airplane! (1980),Comedy
2233,2792,Airplane II: The Sequel (1982),Comedy
2234,2793,"American Werewolf in Paris, An (1997)",Comedy|Horror|Romance|Thriller
2235,2794,European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance
2236,2795,National Lampoon's Vacation (1983),Comedy
2238,2797,Big (1988),Comedy|Drama|Fantasy|Romance
2244,2803,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller
2245,2804,"Christmas Story, A (1983)",Children|Comedy
2246,2805,Mickey Blue Eyes (1999),Comedy|Romance
2249,2808,Universal Soldier (1992),Action|Sci-Fi
2253,2815,Iron Eagle (1986),Action|War
2257,2819,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller
2259,2826,"13th Warrior, The (1999)",Action|Adventure|Fantasy
2260,2827,"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller
2270,2840,Stigmata (1999),Drama|Thriller
2271,2841,Stir of Echoes (1999),Horror|Mystery|Thriller
2274,2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama
2280,2857,Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical
2281,2858,American Beauty (1999),Drama|Romance
2284,2861,For Love of the Game (1999),Comedy|Drama
2286,2863,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical
2290,2867,Fright Night (1985),Comedy|Horror|Thriller
2293,2871,Deliverance (1972),Adventure|Drama|Thriller
2294,2872,Excalibur (1981),Adventure|Fantasy
2303,2881,Double Jeopardy (1999),Action|Crime|Drama|Thriller
2305,2883,Mumford (1999),Comedy|Drama
2311,2889,"Mystery, Alaska (1999)",Comedy|Drama
2312,2890,Three Kings (1999),Action|Adventure|Comedy|Drama|War
2326,2908,Boys Don't Cry (1999),Drama
2327,2912,"Limey, The (1999)",Crime|Drama|Thriller
2328,2915,Risky Business (1983),Comedy
2329,2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
2330,2917,Body Heat (1981),Crime|Thriller
2331,2918,Ferris Bueller's Day Off (1986),Comedy
2332,2919,"Year of Living Dangerously, The (1982)",Drama|Romance|War
2336,2924,Drunken Master (Jui kuen) (1978),Action|Comedy
2338,2926,Hairspray (1988),Comedy|Drama
2351,2941,South Pacific (1958),Musical|Romance|War
2352,2942,Flashdance (1983),Drama|Romance
2354,2944,"Dirty Dozen, The (1967)",Action|Drama|War
2357,2947,Goldfinger (1964),Action|Adventure|Thriller
2358,2948,From Russia with Love (1963),Action|Adventure|Thriller
2359,2949,Dr. No (1962),Action|Adventure|Thriller
2360,2950,"Blue Lagoon, The (1980)",Adventure|Drama|Romance
2361,2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western
2363,2953,Home Alone 2: Lost in New York (1992),Children|Comedy
2365,2959,Fight Club (1999),Action|Crime|Drama|Thriller
2370,2966,"Straight Story, The (1999)",Adventure|Drama
2372,2968,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi
2375,2971,All That Jazz (1979),Drama|Fantasy|Musical
2377,2973,Crimes and Misdemeanors (1989),Comedy|Crime|Drama
2380,2976,Bringing Out the Dead (1999),Drama
2386,2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller
2387,2986,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller
2388,2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
2390,2989,For Your Eyes Only (1981),Action|Adventure|Thriller
2391,2990,Licence to Kill (1989),Action|Adventure|Thriller
2392,2991,Live and Let Die (1973),Action|Adventure|Thriller
2394,2993,Thunderball (1965),Action|Adventure|Thriller
2397,2997,Being John Malkovich (1999),Comedy|Drama|Fantasy
2398,3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
2401,3005,"Bone Collector, The (1999)",Thriller
2402,3006,"Insider, The (1999)",Drama|Thriller
2409,3016,Creepshow (1982),Horror
2412,3019,Drugstore Cowboy (1989),Crime|Drama
2413,3020,Falling Down (1993),Action|Drama
2420,3030,Yojimbo (1961),Action|Adventure
2423,3033,Spaceballs (1987),Comedy|Sci-Fi
2424,3034,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical
2425,3035,Mister Roberts (1955),Comedy|Drama|War
2427,3037,Little Big Man (1970),Western
2429,3039,Trading Places (1983),Comedy
2434,3044,Dead Again (1991),Mystery|Romance|Thriller
2441,3052,Dogma (1999),Adventure|Comedy|Fantasy
2442,3053,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War
2447,3060,"Commitments, The (1991)",Comedy|Drama|Musical
2449,3062,"Longest Day, The (1962)",Action|Drama|War
2452,3066,Tora! Tora! Tora! (1970),Action|Drama|War
2453,3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama
2454,3068,"Verdict, The (1982)",Drama|Mystery
2456,3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi
2457,3071,Stand and Deliver (1988),Comedy|Drama
2458,3072,Moonstruck (1987),Comedy|Romance
2465,3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance
2466,3082,"World Is Not Enough, The (1999)",Action|Adventure|Thriller
2467,3083,All About My Mother (Todo sobre mi madre) (1999),Drama
2469,3087,Scrooged (1988),Comedy|Fantasy|Romance
2470,3088,Harvey (1950),Comedy|Fantasy
2471,3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama
2475,3093,McCabe & Mrs. Miller (1971),Drama|Western
2477,3095,"Grapes of Wrath, The (1940)",Drama
2480,3098,"Natural, The (1984)",Drama
2482,3100,"River Runs Through It, A (1992)",Drama
2483,3101,Fatal Attraction (1987),Drama|Thriller
2486,3104,Midnight Run (1988),Action|Comedy|Crime|Thriller
2487,3105,Awakenings (1990),Drama|Mystery
2489,3107,Backdraft (1991),Action|Drama
2490,3108,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance
2493,3111,Places in the Heart (1984),Drama
2495,3113,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller
2496,3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
2518,3146,Deuce Bigalow: Male Gigolo (1999),Comedy
2519,3147,"Green Mile, The (1999)",Crime|Drama
2520,3148,"Cider House Rules, The (1999)",Drama
2523,3152,"Last Picture Show, The (1971)",Drama
2525,3155,Anna and the King (1999),Drama|Romance
2526,3156,Bicentennial Man (1999),Drama|Romance|Sci-Fi
2527,3157,Stuart Little (1999),Children|Comedy|Fantasy
2529,3159,Fantasia 2000 (1999),Animation|Children|Musical|IMAX
2530,3160,Magnolia (1999),Drama
2536,3168,Easy Rider (1969),Adventure|Drama
2539,3173,Any Given Sunday (1999),Drama
2540,3174,Man on the Moon (1999),Comedy|Drama
2541,3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
2542,3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
2544,3178,"Hurricane, The (1999)",Drama
2549,3185,Snow Falling on Cedars (1999),Drama
2550,3186,"Girl, Interrupted (1999)",Drama
2552,3189,My Dog Skip (1999),Children|Drama
2555,3196,Stalag 17 (1953),Drama|War
2557,3198,Papillon (1973),Crime|Drama
2560,3201,Five Easy Pieces (1970),Drama
2562,3203,Dead Calm (1989),Thriller
2567,3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance
2569,3213,Batman: Mask of the Phantasm (1993),Animation|Children
2572,3219,Pacific Heights (1990),Mystery|Thriller
2583,3243,Encino Man (1992),Comedy
2586,3246,Malcolm X (1992),Drama
2587,3247,Sister Act (1992),Comedy|Crime
2589,3249,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller
2590,3250,Alive (1993),Drama
2592,3252,Scent of a Woman (1992),Drama
2593,3253,Wayne's World (1992),Comedy
2594,3254,Wayne's World 2 (1993),Comedy
2595,3255,"League of Their Own, A (1992)",Comedy|Drama
2596,3256,Patriot Games (1992),Action|Crime|Drama|Thriller
2597,3257,"Bodyguard, The (1992)",Drama|Romance|Thriller
2598,3258,Death Becomes Her (1992),Comedy|Fantasy
2599,3259,Far and Away (1992),Adventure|Drama|Romance
2600,3260,Howards End (1992),Drama
2601,3261,Singles (1992),Comedy|Drama|Romance
2602,3262,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller
2603,3263,White Men Can't Jump (1992),Comedy|Drama
2604,3264,Buffy the Vampire Slayer (1992),Action|Comedy|Horror
2605,3265,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller
2607,3267,"Mariachi, El (1992)",Action|Crime|Thriller|Western
2608,3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy
2609,3269,Forever Young (1992),Drama|Romance|Sci-Fi
2611,3271,Of Mice and Men (1992),Drama
2613,3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller
2614,3274,Single White Female (1992),Drama|Thriller
2615,3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller
2620,3285,"Beach, The (2000)",Adventure|Drama
2626,3298,Boiler Room (2000),Crime|Drama|Thriller
2627,3300,Pitch Black (2000),Horror|Sci-Fi|Thriller
2628,3301,"Whole Nine Yards, The (2000)",Comedy|Crime
2632,3307,City Lights (1931),Comedy|Drama|Romance
2637,3316,Reindeer Games (2000),Action|Thriller
2638,3317,Wonder Boys (2000),Comedy|Drama
2645,3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama
2650,3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
2660,3354,Mission to Mars (2000),Sci-Fi
2661,3355,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller
2663,3358,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance
2664,3359,Breaking Away (1979),Comedy|Drama
2665,3360,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance
2666,3361,Bull Durham (1988),Comedy|Drama|Romance
2667,3362,Dog Day Afternoon (1975),Crime|Drama
2668,3363,American Graffiti (1973),Comedy|Drama
2670,3365,"Searchers, The (1956)",Drama|Western
2683,3386,JFK (1991),Drama|Mystery|Thriller
2692,3396,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical
2694,3398,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical
2703,3408,Erin Brockovich (2000),Drama
2704,3409,Final Destination (2000),Drama|Thriller
2710,3418,Thelma & Louise (1991),Adventure|Crime|Drama
2712,3421,Animal House (1978),Comedy
2715,3424,Do the Right Thing (1989),Drama
2720,3429,Creature Comforts (1989),Animation|Comedy
2726,3435,Double Indemnity (1944),Crime|Drama|Film-Noir
2729,3438,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi
2732,3441,Red Dawn (1984),Action|Drama|War
2735,3444,Bloodsport (1988),Action
2739,3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War
2741,3450,Grumpy Old Men (1993),Comedy
2742,3451,Guess Who's Coming to Dinner (1967),Drama
2743,3452,Romeo Must Die (2000),Action|Crime|Romance|Thriller
2749,3461,Lord of the Flies (1963),Adventure|Drama|Thriller
2750,3462,Modern Times (1936),Comedy|Drama|Romance
2753,3468,"Hustler, The (1961)",Drama
2754,3469,Inherit the Wind (1960),Drama
2756,3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi
2760,3476,Jacob's Ladder (1990),Horror|Mystery
2761,3477,Empire Records (1995),Comedy|Drama
2763,3479,Ladyhawke (1985),Adventure|Fantasy|Romance
2765,3481,High Fidelity (2000),Comedy|Drama|Romance
2767,3484,"Skulls, The (2000)",Thriller
2769,3489,Hook (1991),Adventure|Comedy|Fantasy
2773,3494,True Grit (1969),Adventure|Drama|Western
2776,3498,Midnight Express (1978),Drama
2777,3499,Misery (1990),Drama|Horror|Thriller
2781,3503,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi
2782,3504,Network (1976),Comedy|Drama
2783,3505,No Way Out (1987),Drama|Mystery|Thriller
2785,3507,"Odd Couple, The (1968)",Comedy
2786,3508,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western
2787,3510,Frequency (2000),Drama|Thriller
2789,3513,Rules of Engagement (2000),Drama|Thriller
2796,3524,Arthur (1981),Comedy|Romance
2798,3526,Parenthood (1989),Comedy|Drama
2799,3527,Predator (1987),Action|Sci-Fi|Thriller
2800,3528,"Prince of Tides, The (1991)",Drama|Romance
2803,3534,28 Days (2000),Drama
2804,3535,American Psycho (2000),Crime|Horror|Mystery|Thriller
2805,3536,Keeping the Faith (2000),Comedy|Drama|Romance
2810,3543,Diner (1982),Comedy|Drama
2811,3545,Cabaret (1972),Drama|Musical
2815,3549,Guys and Dolls (1955),Comedy|Musical|Romance
2817,3551,Marathon Man (1976),Crime|Drama|Thriller
2818,3552,Caddyshack (1980),Comedy
2821,3555,U-571 (2000),Action|Thriller|War
2822,3556,"Virgin Suicides, The (1999)",Drama|Romance
2836,3578,Gladiator (2000),Action|Adventure|Drama
2843,3591,Mr. Mom (1983),Comedy|Drama
2844,3593,Battlefield Earth (2000),Action|Sci-Fi
2854,3608,Pee-wee's Big Adventure (1985),Adventure|Comedy
2862,3617,Road Trip (2000),Comedy
2868,3623,Mission: Impossible II (2000),Action|Adventure|Thriller
2869,3624,Shanghai Noon (2000),Action|Adventure|Comedy|Western
2873,3633,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller
2875,3635,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller
2876,3638,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller
2877,3639,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller
2882,3646,Big Momma's House (2000),Comedy
2885,3654,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War
2894,3668,Romeo and Juliet (1968),Drama|Romance
2897,3671,Blazing Saddles (1974),Comedy|Western
2905,3681,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western
2907,3683,Blood Simple (1984),Crime|Drama|Film-Noir
2909,3685,Prizzi's Honor (1985),Comedy|Drama|Romance
2910,3686,Flatliners (1990),Horror|Sci-Fi|Thriller
2919,3697,Predator 2 (1990),Action|Sci-Fi|Thriller
2920,3698,"Running Man, The (1987)",Action|Sci-Fi
2921,3699,Starman (1984),Adventure|Drama|Romance|Sci-Fi
2923,3701,Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller
2924,3702,Mad Max (1979),Action|Adventure|Sci-Fi
2925,3703,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi
2926,3704,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi
2927,3705,Bird on a Wire (1990),Action|Comedy|Romance
2928,3706,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller
2937,3717,Gone in 60 Seconds (2000),Action|Crime
2941,3723,Hamlet (1990),Drama
2946,3729,Shaft (1971),Action|Crime|Drama|Thriller
2947,3730,"Conversation, The (1974)",Drama|Mystery
2952,3735,Serpico (1973),Crime|Drama
2957,3740,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy
2958,3741,Badlands (1973),Crime|Drama|Thriller
2961,3744,Shaft (2000),Action|Crime|Thriller
2962,3745,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi
2964,3751,Chicken Run (2000),Animation|Children|Comedy
2965,3752,"Me, Myself & Irene (2000)",Adventure|Comedy
2966,3753,"Patriot, The (2000)",Action|Drama|War
2968,3755,"Perfect Storm, The (2000)",Drama|Thriller
2974,3763,F/X (1986),Action|Crime|Thriller
2989,3783,Croupier (1998),Crime|Drama
2991,3785,Scary Movie (2000),Comedy|Horror
2997,3791,Footloose (1984),Drama
2999,3793,X-Men (2000),Action|Adventure|Sci-Fi
3002,3798,What Lies Beneath (2000),Drama|Horror|Mystery
3010,3809,What About Bob? (1991),Comedy
3012,3811,Breaker Morant (1980),Drama|War
3015,3814,Love and Death (1975),Comedy
3024,3826,Hollow Man (2000),Horror|Sci-Fi|Thriller
3025,3827,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi
3031,3836,Kelly's Heroes (1970),Action|Comedy|War
3036,3841,Air America (1990),Action|Comedy
3038,3844,Steel Magnolias (1989),Drama
3050,3861,"Replacements, The (2000)",Comedy
3051,3863,"Cell, The (2000)",Drama|Horror|Thriller
3054,3868,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance
3055,3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy
3057,3871,Shane (1953),Drama|Western
3062,3879,"Art of War, The (2000)",Action|Thriller
3063,3882,Bring It On (2000),Comedy
3068,3893,Nurse Betty (2000),Comedy|Crime|Drama|Romance|Thriller
3072,3897,Almost Famous (2000),Drama
3081,3910,Dancer in the Dark (2000),Drama|Musical
3082,3911,Best in Show (2000),Comedy
3086,3916,Remember the Titans (2000),Drama
3097,3932,"Invisible Man, The (1933)",Horror|Sci-Fi
3107,3948,Meet the Parents (2000),Comedy
3108,3949,Requiem for a Dream (2000),Drama
3109,3950,Tigerland (2000),Drama
3116,3959,"Time Machine, The (1960)",Action|Adventure|Sci-Fi
3124,3967,Billy Elliot (2000),Drama
3125,3968,Bedazzled (2000),Comedy
3126,3969,Pay It Forward (2000),Drama
3128,3972,"Legend of Drunken Master, The (Jui kuen II) (1994)",Action|Comedy
3131,3977,Charlie's Angels (2000),Action|Comedy
3133,3979,Little Nicky (2000),Comedy
3134,3980,Men of Honor (2000),Drama
3135,3981,Red Planet (2000),Action|Sci-Fi|Thriller
3137,3983,You Can Count on Me (2000),Drama|Romance
3138,3984,Diamonds Are Forever (1971),Action|Adventure|Thriller
3140,3986,"6th Day, The (2000)",Action|Sci-Fi|Thriller
3142,3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy
3148,3994,Unbreakable (2000),Drama|Sci-Fi
3149,3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance
3150,3997,Dungeons & Dragons (2000),Action|Adventure|Comedy|Fantasy
